"Analytes","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","NormGroup"
"X24472.28","24472-28",3,"SL023694","Sharpin","SHRPN","Q9H0F6","81858","SHARPIN","Human","RFU","Protein","20","S2"
"X24473.11","24473-11",3,"SL023572","Cancer/testis antigen family 45 member A3","CT453","Q8NHU0","441519","CT45A3","Human","RFU","Protein","20","S1"
"X24474.12","24474-12",3,"SL023667","Tetratricopeptide repeat protein 9A","TTC9A","Q92623","23508","TTC9","Human","RFU","Protein","20","S2"
"X24475.45","24475-45",3,"SL013297","Sorting nexin-12","SNX12","Q9UMY4","29934","SNX12","Human","RFU","Protein","20","S2"
"X24476.18","24476-18",3,"SL006375","Activating signal cointegrator 1 complex subunit 2","ASC-1 complex subunit p100","Q9H1I8","84164","ASCC2","Human","RFU","Protein","20","S1"
"X24479.25","24479-25",3,"SL023784","Transmembrane protein 225B","T225B","P0DP42","100289187","TMEM225B","Human","RFU","Protein","20","S2"
"X24486.1","24486-1",3,"SL005450","B-cell lymphoma/leukemia 11A","B-cell CLL 11A","Q9H165","53335","BCL11A","Human","RFU","Protein","20","S1"
"X24487.95","24487-95",3,"SL023683","Biogenesis of lysosome-related organelles complex 1 subunit 3","BL1S3","Q6QNY0","388552","BLOC1S3","Human","RFU","Protein","20","S1"
"X24488.8","24488-8",3,"SL023453","Protein HID1","HID1","Q8IV36","283987","HID1","Human","RFU","Protein","20","S2"
"X24489.34","24489-34",3,"SL023727","Transcription factor HES-3","HES3","Q5TGS1","390992","HES3","Human","RFU","Protein","20","S1"
"X2449.1","2449-1",4,"SL004182","Calcium-dependent phospholipase A2","GV","P39877","5322","PLA2G5","Human","RFU","Protein","20","S1"
"X24490.16","24490-16",3,"SL023768","THAP domain-containing protein 4","THAP4","Q8WY91","51078","THAP4","Human","RFU","Protein","20","S2"
"X24493.10","24493-10",3,"SL023699","Myotubularin-related protein 7","MTMR7","Q9Y216","9108","MTMR7","Human","RFU","Protein","20","S2"
"X24494.67","24494-67",3,"SL023680","Katanin p60 ATPase-containing subunit A-like 1","KATL1","Q9BW62","84056","KATNAL1","Human","RFU","Protein","20","S2"
"X24496.26","24496-26",3,"SL023776","RILP-like protein 1","RIPL1","Q5EBL4","353116","RILPL1","Human","RFU","Protein","20","S2"
"X24497.8","24497-8",3,"SL023631","Probable E3 ubiquitin-protein ligase TRIML1","TRIML","Q8N9V2","339976","TRIML1","Human","RFU","Protein","20","S2"
"X24499.36","24499-36",3,"SL023670","Lengsin","LGSN","Q5TDP6","51557","LGSN","Human","RFU","Protein","20","S1"
"X24634.1","24634-1",3,"SL014858","Protein ripply3","DSCR6","P57055","53820","RIPPLY3","Human","RFU","Protein","20","S1"
"X24635.25","24635-25",3,"SL023301","Trafficking protein particle complex subunit 6A","TPC6A","O75865","79090","TRAPPC6A","Human","RFU","Protein","20","S1"
"X24636.9","24636-9",3,"SL006052","Dr1-associated corepressor","Dr1-associated corepressor","Q14919","10589","DRAP1","Human","RFU","Protein","20","S2"
"X24637.3","24637-3",3,"SL023182","Transcription elongation factor A protein-like 5","TCAL5","Q5H9L2","340543","TCEAL5","Human","RFU","Protein","20","S2"
"X24638.3","24638-3",3,"SL023635","Leucine repeat adapter protein 25","LRA25","Q8N5H3","23625","FAM89B","Human","RFU","Protein","20","S1"
"X24640.63","24640-63",3,"SL023051","Hairy/enhancer-of-split related with YRPW motif protein 1","HEY1","Q9Y5J3","23462","HEY1","Human","RFU","Protein","20","S1"
"X24641.10","24641-10",3,"SL011993","Claudin-1","CLD1","O95832","9076","CLDN1","Human","RFU","Protein","20","S2"
"X24642.21","24642-21",3,"SL023249","Protein FAM92A","FA92A","A1XBS5","137392","FAM92A","Human","RFU","Protein","20","S1"
"X24643.21","24643-21",3,"SL008428","Lambda-crystallin homolog","CRYL1","Q9Y2S2","51084","CRYL1","Human","RFU","Protein","20","S1"
"X24645.2","24645-2",3,"SL023350","Bridging integrator 3","BIN3","Q9NQY0","55909","BIN3","Human","RFU","Protein","20","S1"
"X24646.47","24646-47",3,"SL006473","Serine--pyruvate aminotransferase","SPYA","P21549","189","AGXT","Human","RFU","Protein","20","S1"
"X24647.3","24647-3",3,"SL023503","C->U-editing enzyme APOBEC-2","ABEC2","Q9Y235","10930","APOBEC2","Human","RFU","Protein","20","S2"
"X24648.8","24648-8",3,"SL014944","Histone RNA hairpin-binding protein","SLBP","Q14493","7884","SLBP","Human","RFU","Protein","20","S2"
"X24649.11","24649-11",3,"SL023296","Protein N-terminal glutamine amidohydrolase","NTAQ1","Q96HA8","55093","NTAQ1","Human","RFU","Protein","20","S1"
"X24651.1","24651-1",3,"SL016462","Reticulon-1","RTN1","Q16799","6252","RTN1","Human","RFU","Protein","20","S2"
"X24654.13","24654-13",3,"SL023217","Transcription cofactor HES-6","HES6","Q96HZ4","55502","HES6","Human","RFU","Protein","20","S1"
"X24655.23","24655-23",3,"SL023307","RILP-like protein 2","RIPL2","Q969X0","196383","RILPL2","Human","RFU","Protein","20","S2"
"X24656.6","24656-6",3,"SL023619","Sesquipedalian-2","SESQ2","Q6ICB4","150368","PHETA2","Human","RFU","Protein","20","S1"
"X24658.98","24658-98",3,"SL023340","Coiled-coil domain-containing protein 115","CC115","Q96NT0","84317","CCDC115","Human","RFU","Protein","20","S1"
"X24659.6","24659-6",3,"SL009432","DnaJ homolog subfamily B member 13","DJB13","P59910","374407","DNAJB13","Human","RFU","Protein","20","S1"
"X24661.4","24661-4",3,"SL023341","MAP6 domain-containing protein 1","MA6D1","Q9H9H5","79929","MAP6D1","Human","RFU","Protein","20","S1"
"X24662.78","24662-78",3,"SL023641","Tetratricopeptide repeat protein 36","TTC36","A6NLP5","143941","TTC36","Human","RFU","Protein","20","S1"
"X24664.3","24664-3",3,"SL016466","UPF0510 protein INM02","INM02","Q5UCC4","284361","EMC10","Human","RFU","Protein","20","S2"
"X24665.48","24665-48",3,"SL019956","GTP-binding protein REM 1","REM1","O75628","28954","REM1","Human","RFU","Protein","20","S1"
"X24667.27","24667-27",3,"SL023590","Cancer/testis antigen family 45 member A1","CT451","Q5HYN5","541466","CT45A1","Human","RFU","Protein","20","S1"
"X24669.12","24669-12",3,"SL023380","DnaJ homolog subfamily C member 5B","DNJ5B","Q9UF47","85479","DNAJC5B","Human","RFU","Protein","20","S2"
"X24670.1","24670-1",3,"SL023273","PIH1 domain-containing protein 1","PIHD1","Q9NWS0","55011","PIH1D1","Human","RFU","Protein","20","S1"
"X24671.15","24671-15",3,"SL007810","Apoptosis-associated speck-like protein containing a CARD","ASC","Q9ULZ3","29108","PYCARD","Human","RFU","Protein","20","S2"
"X24674.22","24674-22",3,"SL010913","Egl nine homolog 2","EGLN2","Q96KS0","112398","EGLN2","Human","RFU","Protein","20","S2"
"X24675.2","24675-2",3,"SL023492","Microtubule-associated serine/threonine-protein kinase 4","MAST4","O15021","375449","MAST4","Human","RFU","Protein","20","S2"
"X24676.105","24676-105",3,"SL018878","Uncharacterized protein C21orf59","CU059","P57076","56683","CFAP298","Human","RFU","Protein","20","S1"
"X24677.106","24677-106",3,"SL023278","Protein RER1","RER1","O15258","11079","RER1","Human","RFU","Protein","20","S2"
"X24678.10","24678-10",3,"SL023411","Cell death regulator Aven","AVEN","Q9NQS1","57099","AVEN","Human","RFU","Protein","20","S1"
"X24679.35","24679-35",3,"SL023233","Transcription factor ETV7","ETV7","Q9Y603","51513","ETV7","Human","RFU","Protein","20","S1"
"X2468.62","2468-62",3,"SL000133","C-C motif chemokine 20","MIP-3a","P78556","6364","CCL20","Human","RFU","Protein","20","S1"
"X24680.51","24680-51",3,"SL007663","Thioredoxin domain-containing protein 1","TXND1","Q9H3N1","81542","TMX1","Human","RFU","Protein","20","S1"
"X24681.2","24681-2",3,"SL013067","Phosphoserine phosphatase","SERB","P78330","5723","PSPH","Human","RFU","Protein","20","S2"
"X24683.11","24683-11",3,"SL023426","GTPase IMAP family member 7","GIMA7","Q8NHV1","168537","GIMAP7","Human","RFU","Protein","20","S1"
"X24684.7","24684-7",3,"SL019969","GTPase IMAP family member 4","GIMA4","Q9NUV9","55303","GIMAP4","Human","RFU","Protein","20","S2"
"X24685.12","24685-12",3,"SL023289","Sorting nexin-11","SNX11","Q9Y5W9","29916","SNX11","Human","RFU","Protein","20","S2"
"X24686.19","24686-19",3,"SL015085","Acyl-CoA-binding domain-containing protein 4","ACBD4","Q8NC06","79777","ACBD4","Human","RFU","Protein","20","S2"
"X24687.18","24687-18",3,"SL023280","Alpha-tocopherol transfer protein-like","TTPAL","Q9BTX7","79183","TTPAL","Human","RFU","Protein","20","S1"
"X24688.9","24688-9",3,"SL023648","Doublesex- and mab-3-related transcription factor B1","DMRTB","Q96MA1","63948","DMRTB1","Human","RFU","Protein","20","S1"
"X24689.9","24689-9",3,"SL008229","Polymerase I and transcript release factor","PTRF","Q6NZI2","284119","CAVIN1","Human","RFU","Protein","20","S2"
"X24690.1","24690-1",3,"SL023584","Calcium-binding protein 2","CABP2","Q9NPB3","51475","CABP2","Human","RFU","Protein","20","S1"
"X24693.5","24693-5",3,"SL010855","Chloride intracellular channel protein 3","CLIC3","O95833","9022","CLIC3","Human","RFU","Protein","20","S2"
"X24695.8","24695-8",3,"SL023616","Pleckstrin homology domain-containing family B member 1","PKHB1","Q9UF11","58473","PLEKHB1","Human","RFU","Protein","20","S2"
"X24696.14","24696-14",3,"SL023607","PDZ domain-containing protein MAGIX","MAGIX","Q9H6Y5","79917","MAGIX","Human","RFU","Protein","20","S1"
"X24697.48","24697-48",3,"SL013079","Heterogeneous nuclear ribonucleoprotein A0","ROA0","Q13151","10949","HNRNPA0","Human","RFU","Protein","20","S1"
"X24698.12","24698-12",3,"SL023310","Pre-mRNA-splicing factor 18","PRP18","Q99633","8559","PRPF18","Human","RFU","Protein","20","S1"
"X24699.20","24699-20",3,"SL014959","ADP-ribosylation factor-like protein 6-interacting protein 1","AR6P1","Q15041","23204","ARL6IP1","Human","RFU","Protein","20","S1"
"X24701.21","24701-21",3,"SL023578","Dystrobrevin alpha","DTNA","Q9Y4J8","1837","DTNA","Human","RFU","Protein","20","S1"
"X24702.31","24702-31",3,"SL023564","Coiled-coil domain-containing protein 149","CC149","Q6ZUS6","91050","CCDC149","Human","RFU","Protein","20","S1"
"X24704.38","24704-38",3,"SL023519","COMM domain-containing protein 5","COMD5","Q9GZQ3","28991","COMMD5","Human","RFU","Protein","20","S1"
"X24706.73","24706-73",3,"SL015305","Craniofacial development protein 1","CFDP1","Q9UEE9","10428","CFDP1","Human","RFU","Protein","20","S2"
"X24707.6","24707-6",3,"SL023476","Uncharacterized protein CXorf38","CX038","Q8TB03","159013","CXorf38","Human","RFU","Protein","20","S1"
"X24708.7","24708-7",3,"SL023299","Short-chain dehydrogenase/reductase 3","DHRS3","O75911","9249","DHRS3","Human","RFU","Protein","20","S1"
"X24710.1","24710-1",3,"SL023653","Microtubule-associated tumor suppressor candidate 2","MTUS2","Q5JR59","23281","MTUS2","Human","RFU","Protein","20","S1"
"X24711.21","24711-21",3,"SL023643","Short stature homeobox protein","SHOX","O15266","6473","SHOX","Human","RFU","Protein","20","S1"
"X24712.6","24712-6",3,"SL023534","GTP-binding protein 10","GTPBA","A4D1E9","85865","GTPBP10","Human","RFU","Protein","20","S2"
"X24713.4","24713-4",3,"SL023607","PDZ domain-containing protein MAGIX","MAGIX","Q9H6Y5","79917","MAGIX","Human","RFU","Protein","20","S1"
"X24717.26","24717-26",3,"SL010948","Serine/threonine-protein phosphatase 2A regulatory subunit B'","PTPA","Q15257","5524","PTPA","Human","RFU","Protein","20","S2"
"X24718.8","24718-8",3,"SL023625","Leucine-rich repeat-containing protein 75A","LR75A","Q8NAA5","388341","LRRC75A","Human","RFU","Protein","20","S1"
"X24720.10","24720-10",3,"SL023514","Ankyrin repeat domain-containing protein 16","ANR16","Q6P6B7","54522","ANKRD16","Human","RFU","Protein","20","S1"
"X24721.17","24721-17",3,"SL023485","Golgi phosphoprotein 3","GOLP3","Q9H4A6","64083","GOLPH3","Human","RFU","Protein","20","S2"
"X24722.13","24722-13",3,"SL021796","Spindlin-3","SPIN3","Q5JUX0","169981","SPIN3","Human","RFU","Protein","20","S1"
"X24723.58","24723-58",3,"SL005729","Eukaryotic translation initiation factor 2 subunit 2","eIF-2-beta","P20042","8894","EIF2S2","Human","RFU","Protein","20","S2"
"X24724.4","24724-4",3,"SL023536","Vacuolar protein sorting-associated protein 26B","VP26B","Q4G0F5","112936","VPS26B","Human","RFU","Protein","20","S1"
"X24725.4","24725-4",3,"SL015121","COP9 signalosome complex subunit 5","CSN5","Q92905","10987","COPS5","Human","RFU","Protein","20","S2"
"X2474.54","2474-54",5,"SL000573","Serum amyloid P-component","SAP","P02743","325","APCS","Human","RFU","Protein","20","S2"
"X2475.1","2475-1",3,"SL004010","Mast/stem cell growth factor receptor Kit","SCF sR","P10721","3815","KIT","Human","RFU","Protein","20","S2"
"X2480.58","2480-58",3,"SL003043","Metalloproteinase inhibitor 3","TIMP-3","P35625","7078","TIMP3","Human","RFU","Protein","20","S2"
"X24891.54","24891-54",3,"SL009030","Epidermal growth factor receptor kinase substrate 8-like protein 2","ES8L2","Q9H6S3","64787","EPS8L2","Human","RFU","Protein","20","S2"
"X24892.8","24892-8",3,"SL023565","Testicular spindle-associated protein SHCBP1L","SHP1L","Q9BZQ2","81626","SHCBP1L","Human","RFU","Protein","20","S1"
"X24895.25","24895-25",3,"SL023599","F-BAR and double SH3 domains protein 1","FCSD1","Q86WN1","89848","FCHSD1","Human","RFU","Protein","20","S2"
"X24896.5","24896-5",3,"SL023247","Menin","MEN1","O00255","4221","MEN1","Human","RFU","Protein","20","S1"
"X24898.39","24898-39",3,"SL010952","Sec1 family domain-containing protein 1","SCFD1","Q8WVM8","23256","SCFD1","Human","RFU","Protein","20","S2"
"X24899.13","24899-13",3,"SL013218","Epidermal growth factor receptor kinase substrate 8-like protein 1","ES8L1","Q8TE68","54869","EPS8L1","Human","RFU","Protein","20","S1"
"X24900.46","24900-46",3,"SL023577","VPS9 domain-containing protein 1","VP9D1","Q9Y2B5","9605","VPS9D1","Human","RFU","Protein","20","S2"
"X24901.4","24901-4",3,"SL013734","Villin-1","VILI","P09327","7429","VIL1","Human","RFU","Protein","20","S1"
"X24902.84","24902-84",3,"SL023226","Gephyrin","GEPH","Q9NQX3","10243","GPHN","Human","RFU","Protein","20","S2"
"X24903.7","24903-7",3,"SL023566","Kelch-like protein 14","KLH14","Q9P2G3","57565","KLHL14","Human","RFU","Protein","20","S1"
"X24904.121","24904-121",3,"SL023600","Syntaxin-binding protein 4","STXB4","Q6ZWJ1","252983","STXBP4","Human","RFU","Protein","20","S1"
"X24905.22","24905-22",3,"SL023688","Protein CXorf40A","CX04A","Q8TE69","91966","EOLA1","Human","RFU","Protein","20","S1"
"X24907.3","24907-3",3,"SL023621","Mitochondrial-processing peptidase subunit alpha","MPPA","Q10713","23203","PMPCA","Human","RFU","Protein","20","S2"
"X24908.19","24908-19",3,"SL008876","Amphiphysin","AMPH","P49418","273","AMPH","Human","RFU","Protein","20","S2"
"X24909.40","24909-40",3,"SL011669","1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-1","Phospholipase C-delta-1","P51178","5333","PLCD1","Human","RFU","Protein","20","S2"
"X24910.18","24910-18",3,"SL010248","Non-POU domain-containing octamer-binding protein","NonO protein","Q15233","4841","NONO","Human","RFU","Protein","20","S2"
"X24911.57","24911-57",3,"SL002568","LRP","LRP","Q14764","9961","MVP","Human","RFU","Protein","20","S2"
"X24912.40","24912-40",3,"SL023747","WD repeat-containing protein 26","WDR26","Q9H7D7","80232","WDR26","Human","RFU","Protein","20","S1"
"X24914.10","24914-10",3,"SL003868","Enhancer of zeste homolog 2","EZH2","Q15910","2146","EZH2","Human","RFU","Protein","20","S1"
"X24915.123","24915-123",3,"SL023617","Calpain-13","CAN13","Q6MZZ7","92291","CAPN13","Human","RFU","Protein","20","S2"
"X24917.95","24917-95",3,"SL023550","DnaJ homolog subfamily C member 1","DNJC1","Q96KC8","64215","DNAJC1","Human","RFU","Protein","20","S1"
"X24920.6","24920-6",3,"SL023055","Glutaminase kidney isoform, mitochondrial","GLSK","O94925","2744","GLS","Human","RFU","Protein","20","S1"
"X24921.73","24921-73",3,"SL015196","HIRA-interacting protein 3","HIRP3","Q9BW71","8479","HIRIP3","Human","RFU","Protein","20","S1"
"X24922.19","24922-19",3,"SL011264","NHL repeat-containing protein 2","NHLC2","Q8NBF2","374354","NHLRC2","Human","RFU","Protein","20","S2"
"X24923.27","24923-27",3,"SL023613","Secernin-3","SCRN3","Q0VDG4","79634","SCRN3","Human","RFU","Protein","20","S2"
"X24926.9","24926-9",3,"SL013144","Far upstream element-binding protein 2","FUBP2","Q92945","8570","KHSRP","Human","RFU","Protein","20","S2"
"X24928.20","24928-20",3,"SL023664","Mitotic-spindle organizing protein 2A","MZT2A","Q6P582","653784","MZT2A","Human","RFU","Protein","20","S1"
"X24929.26","24929-26",3,"SL023245","Transcription factor SOX-6","SOX6","P35712","55553","SOX6","Human","RFU","Protein","20","S1"
"X24931.9","24931-9",3,"SL006672","Epidermal growth factor receptor kinase substrate 8-like protein 3","ES8L3","Q8TE67","79574","EPS8L3","Human","RFU","Protein","20","S1"
"X24934.96","24934-96",3,"SL013284","Opioid growth factor receptor","OGFR","Q9NZT2","11054","OGFR","Human","RFU","Protein","20","S2"
"X24935.62","24935-62",3,"SL015230","Forkhead box protein P1","FOXP1","Q9H334","27086","FOXP1","Human","RFU","Protein","20","S1"
"X24937.7","24937-7",3,"SL015344","Rho GTPase-activating protein 26","RHG26","Q9UNA1","23092","ARHGAP26","Human","RFU","Protein","20","S2"
"X24938.7","24938-7",3,"SL007320","AP-2 complex subunit beta-1","AP2B1","P63010","163","AP2B1","Human","RFU","Protein","20","S2"
"X24940.3","24940-3",3,"SL004539","Inhibitor of nuclear factor kappa B kinase beta subunit","IKK-beta","O14920","3551","IKBKB","Human","RFU","Protein","20","S1"
"X24941.14","24941-14",3,"SL023678","Clustered mitochondria protein homolog","CLU","O75153","23277","CLUH","Human","RFU","Protein","20","S1"
"X24942.22","24942-22",3,"SL011251","Protein unc-13 homolog D","UN13D","Q70J99","201294","UNC13D","Human","RFU","Protein","20","S2"
"X24944.12","24944-12",3,"SL023628","RalBP1-associated Eps domain-containing protein 2","REPS2","Q8NFH8","9185","REPS2","Human","RFU","Protein","20","S1"
"X24945.16","24945-16",3,"SL023640","Sorting nexin-27","SNX27","Q96L92","81609","SNX27","Human","RFU","Protein","20","S2"
"X24946.9","24946-9",3,"SL023675","Rho GTPase-activating protein 22","RHG22","Q7Z5H3","58504","ARHGAP22","Human","RFU","Protein","20","S1"
"X24947.40","24947-40",3,"SL007800","Numb-like protein","NUMBL","Q9Y6R0","9253","NUMBL","Human","RFU","Protein","20","S1"
"X24948.79","24948-79",3,"SL013224","Paraspeckle component 1","PSPC1","Q8WXF1","55269","PSPC1","Human","RFU","Protein","20","S2"
"X24950.21","24950-21",3,"SL013260","Specifically androgen-regulated gene protein","SARG","Q9BW04","79098","SARG","Human","RFU","Protein","20","S1"
"X24951.3","24951-3",3,"SL023253","Protein VAC14 homolog","VAC14","Q08AM6","55697","VAC14","Human","RFU","Protein","20","S2"
"X24952.28","24952-28",3,"SL013242","Far upstream element-binding protein 3","FUBP3","Q96I24","8939","FUBP3","Human","RFU","Protein","20","S1"
"X24953.27","24953-27",3,"SL006988","Kinesin-like protein KIF3B","KIF3B","O15066","9371","KIF3B","Human","RFU","Protein","20","S1"
"X24954.83","24954-83",3,"SL008185","AP-1 complex subunit beta-1","AP1B1","Q10567","162","AP1B1","Human","RFU","Protein","20","S2"
"X24955.116","24955-116",3,"SL020104","Zinc fingers and homeoboxes protein 2","ZHX2","Q9Y6X8","22882","ZHX2","Human","RFU","Protein","20","S2"
"X24956.1","24956-1",3,"SL023189","N6-adenosine-methyltransferase 70 kDa subunit","MTA70","Q86U44","56339","METTL3","Human","RFU","Protein","20","S1"
"X24957.6","24957-6",3,"SL014551","Espin","ESPN","B1AK53","83715","None","Human","RFU","Protein","20","S1"
"X24958.3","24958-3",3,"SL023563","DNA-binding protein RFX5","RFX5","P48382","5993","RFX5","Human","RFU","Protein","20","S2"
"X24959.20","24959-20",3,"SL020262","Cytochrome b5 reductase 4","NB5R4","Q7L1T6","51167","CYB5R4","Human","RFU","Protein","20","S2"
"X24960.48","24960-48",3,"SL013722","Huntingtin-interacting protein 1-related protein","HIP1R","O75146","9026","HIP1R","Human","RFU","Protein","20","S1"
"X24962.7","24962-7",3,"SL023606","SH3 domain-containing kinase-binding protein 1","SH3K1","Q96B97","30011","SH3KBP1","Human","RFU","Protein","20","S1"
"X24963.1","24963-1",3,"SL023478","Armadillo repeat-containing protein 3","ARMC3","Q5W041","219681","ARMC3","Human","RFU","Protein","20","S1"
"X24967.4","24967-4",3,"SL008346","Protocadherin-1","PCDH1","Q08174","5097","PCDH1","Human","RFU","Protein","20","S2"
"X24968.10","24968-10",3,"SL023580","T-lymphoma invasion and metastasis-inducing protein 2","TIAM2","Q8IVF5","26230","TIAM2","Human","RFU","Protein","20","S1"
"X24970.117","24970-117",3,"SL023255","Serrate RNA effector molecule homolog","SRRT","Q9BXP5","51593","SRRT","Human","RFU","Protein","20","S1"
"X24971.2","24971-2",3,"SL011316","Phosphatidylinositide phosphatase SAC2","SAC2","Q9Y2H2","22876","INPP5F","Human","RFU","Protein","20","S2"
"X24973.11","24973-11",3,"SL018387","MICAL-like protein 1","MILK1","Q8N3F8","85377","MICALL1","Human","RFU","Protein","20","S2"
"X24975.3","24975-3",3,"SL012627","Fc receptor-like A","FCRLA","Q7L513","84824","FCRLA","Human","RFU","Protein","20","S1"
"X24977.18","24977-18",3,"SL021182","Villin-like protein","VILL","O15195","50853","VILL","Human","RFU","Protein","20","S2"
"X24979.17","24979-17",3,"SL013051","Eukaryotic translation initiation factor 3 subunit B","EIF3B","P55884","8662","EIF3B","Human","RFU","Protein","20","S2"
"X24981.8","24981-8",3,"SL023261","Cytoplasmic dynein 1 light intermediate chain 1","DC1L1","Q9Y6G9","51143","DYNC1LI1","Human","RFU","Protein","20","S1"
"X24982.33","24982-33",3,"SL019481","MAGUK p55 subfamily member 5","MPP5","Q8N3R9","64398","MPP5","Human","RFU","Protein","20","S1"
"X24983.119","24983-119",3,"SL006623","ELKS/RAB6-interacting/CAST family member 1","RB6I2","Q8IUD2","23085","ERC1","Human","RFU","Protein","20","S1"
"X2500.2","2500-2",3,"SL004643","Angiopoietin-4","Angiopoietin-4","Q9Y264","51378","ANGPT4","Human","RFU","Protein","20","S2"
"X2501.51","2501-51",3,"SL000055","Cadherin-1","Cadherin E","P12830","999","CDH1","Human","RFU","Protein","20","S2"
"X25033.194","25033-194",3,"SL005680","Transitional endoplasmic reticulum ATPase","TER ATPase","P55072","7415","VCP","Human","RFU","Protein","20","S2"
"X25036.10","25036-10",3,"SL023221","Ran GTPase-activating protein 1","RAGP1","P46060","5905","RANGAP1","Human","RFU","Protein","20","S2"
"X25037.4","25037-4",3,"SL023188","Aspartyl aminopeptidase","DNPEP","Q9ULA0","23549","DNPEP","Human","RFU","Protein","20","S2"
"X25038.5","25038-5",3,"SL023749","Wee1-like protein kinase 2","WEE2","P0C1S8","494551","WEE2","Human","RFU","Protein","20","S1"
"X25039.10","25039-10",3,"SL015309","Kelch-like protein 3","KLHL3","Q9UH77","26249","KLHL3","Human","RFU","Protein","20","S1"
"X25041.11","25041-11",3,"SL023167","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4","F264","Q16877","5210","PFKFB4","Human","RFU","Protein","20","S2"
"X25042.3","25042-3",3,"SL011182","NAD-dependent malic enzyme, mitochondrial","MAOM","P23368","4200","ME2","Human","RFU","Protein","20","S2"
"X25043.74","25043-74",3,"SL007297","Succinyl-CoA:3-ketoacid-coenzyme A transferase 1, mitochondrial","SCOT","P55809","5019","OXCT1","Human","RFU","Protein","20","S1"
"X25048.30","25048-30",3,"SL008652","Protein kinase C and casein kinase substrate in neurons protein 2","PACN2","Q9UNF0","11252","PACSIN2","Human","RFU","Protein","20","S2"
"X25049.8","25049-8",3,"SL025947","Nonspecific lipid-transfer protein:isoform SCPx","NLTP:isoform SCPx","P22307","6342","SCP2","Human","RFU","Protein","20","S1"
"X2505.49","2505-49",3,"SL004144","GDNF family receptor alpha-3","GFRa-3","O60609","2676","GFRA3","Human","RFU","Protein","20","S2"
"X25050.82","25050-82",3,"SL010982","Tripeptidyl-peptidase 2","TPP2","P29144","7174","TPP2","Human","RFU","Protein","20","S1"
"X25051.104","25051-104",3,"SL016208","Fat mass and obesity-associated protein","FTO","Q9C0B1","79068","FTO","Human","RFU","Protein","20","S2"
"X25052.3","25052-3",3,"SL011260","Cytokine receptor-like factor 3","CRLF3","Q8IUI8","51379","CRLF3","Human","RFU","Protein","20","S1"
"X25053.1","25053-1",3,"SL023475","Cytoplasmic dynein 1 light intermediate chain 2","DC1L2","O43237","1783","DYNC1LI2","Human","RFU","Protein","20","S1"
"X25054.15","25054-15",3,"SL023173","Pre-mRNA-processing factor 19","PRP19","Q9UMS4","27339","PRPF19","Human","RFU","Protein","20","S2"
"X25055.56","25055-56",3,"SL023151","Oxysterol-binding protein 1","OSBP1","P22059","5007","OSBP","Human","RFU","Protein","20","S2"
"X25057.2","25057-2",3,"SL007965","Alpha-actinin-4","ACTN4","O43707","81","ACTN4","Human","RFU","Protein","20","S2"
"X25058.23","25058-23",3,"SL023651","Membrane-associated phosphatidylinositol transfer protein 3","PITM3","Q9BZ71","83394","PITPNM3","Human","RFU","Protein","20","S1"
"X25059.18","25059-18",3,"SL023202","Histone deacetylase 6","HDAC6","Q9UBN7","10013","HDAC6","Human","RFU","Protein","20","S2"
"X25060.18","25060-18",3,"SL007243","NADP-dependent malic enzyme","MAOX","P48163","4199","ME1","Human","RFU","Protein","20","S2"
"X25061.8","25061-8",3,"SL023618","Engulfment and cell motility protein 2","ELMO2","Q96JJ3","63916","ELMO2","Human","RFU","Protein","20","S2"
"X25064.34","25064-34",3,"SL016545","Type I inositol-3,4-bisphosphate 4-phosphatase","INP4A","Q96PE3","3631","INPP4A","Human","RFU","Protein","20","S1"
"X25065.22","25065-22",3,"SL021471","Myosin-binding protein H","MYBPH","Q13203","4608","MYBPH","Human","RFU","Protein","20","S1"
"X25066.32","25066-32",3,"SL023321","Glycogenin-2","GLYG2","O15488","8908","GYG2","Human","RFU","Protein","20","S1"
"X25070.18","25070-18",3,"SL019928","Protein-methionine sulfoxide oxidase MICAL1","MICA1","Q8TDZ2","64780","MICAL1","Human","RFU","Protein","20","S2"
"X25072.11","25072-11",3,"SL023711","Chromodomain-helicase-DNA-binding protein 1-like","CHD1L","Q86WJ1","9557","CHD1L","Human","RFU","Protein","20","S1"
"X25073.13","25073-13",3,"SL023205","Ubiquitin conjugation factor E4 A","UBE4A","Q14139","9354","UBE4A","Human","RFU","Protein","20","S2"
"X25074.119","25074-119",3,"SL023723","Putative glycerol kinase 5","GLPK5","Q6ZS86","256356","GK5","Human","RFU","Protein","20","S2"
"X25075.2","25075-2",3,"SL023758","Zinc finger and BTB domain-containing protein 10","ZBT10","Q96DT7","65986","ZBTB10","Human","RFU","Protein","20","S1"
"X25076.2","25076-2",3,"SL004927","Selenium-binding protein 1","Selenium-binding protein 1","Q13228","8991","SELENBP1","Human","RFU","Protein","20","S2"
"X25078.13","25078-13",3,"SL023441","Cysteine protease ATG4C","ATG4C","Q96DT6","84938","ATG4C","Human","RFU","Protein","20","S1"
